carat,cut,color,clarity,depth,table,x,y,z,id,ts,prediction,price
1.9,Premium,J,SI1,61.9,57.0,7.98,7.95,4.93,22846,2021-12-27 18:13:21.399655,11958.5,10885
0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,48664,2021-12-27 18:13:21.399655,2759.0,2001
0.71,'Very Good',H,IF,60.2,61.0,5.76,5.8,3.48,3668,2021-12-27 18:13:21.399655,3899.5,3444
1.2,Premium,H,SI2,59.6,60.0,6.91,6.84,4.1,10971,2021-12-27 18:13:21.399655,5667.5,4906
1.54,Ideal,F,SI1,61.9,56.0,7.44,7.38,4.59,24019,2021-12-27 18:13:21.399655,10675.0,12195
0.4,Ideal,D,VS1,60.6,56.0,4.82,4.78,2.91,39334,2021-12-27 18:13:21.399655,1806.5,1072
1.15,Good,H,VS1,64.3,54.0,6.66,6.62,4.27,14739,2021-12-27 18:13:21.399655,6927.0,5935
1.0,Good,G,VS2,63.1,58.0,6.31,6.39,4.01,13790,2021-12-27 18:13:21.399655,5735.0,5621
0.73,Ideal,G,IF,62.3,56.0,5.72,5.78,3.58,6947,2021-12-27 18:13:21.399655,4782.5,4142
0.71,Premium,D,VVS1,58.8,58.0,5.89,5.81,3.44,5985,2021-12-27 18:13:21.399655,4634.0,3952
0.92,Fair,E,SI1,66.8,55.0,6.04,5.99,4.02,8865,2021-12-27 18:13:21.399655,4045.0,4482
1.51,Premium,I,SI2,61.2,62.0,7.28,7.19,4.43,13960,2021-12-27 18:13:21.399655,8129.0,5682
0.3,Premium,G,VS2,60.6,61.0,4.32,4.29,2.61,28594,2021-12-27 18:13:21.399655,154.0,675
0.35,Premium,D,SI2,62.3,58.0,4.54,4.48,2.81,28407,2021-12-27 18:13:21.399655,-584.5,669
0.56,Ideal,G,VS1,60.3,57.0,5.37,5.41,3.25,47085,2021-12-27 18:13:21.399655,2531.5,1824
0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,6517,2021-12-27 18:13:21.399655,3995.0,4065
0.84,'Very Good',F,VVS2,60.4,62.0,6.1,6.15,3.7,7930,2021-12-27 18:13:21.399655,5264.5,4318
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,23995,2021-12-27 18:13:21.399655,11446.5,12155
0.41,Premium,G,SI1,61.3,60.0,4.75,4.81,2.93,30056,2021-12-27 18:13:21.399655,348.5,719
0.41,Ideal,E,SI1,61.2,55.0,4.8,4.84,2.95,33242,2021-12-27 18:13:21.399655,805.0,824
2.03,Premium,J,SI2,61.6,58.0,8.12,8.15,5.01,24112,2021-12-27 18:13:21.399655,12295.0,12268
2.03,Ideal,G,SI1,60.3,56.0,8.27,8.21,4.97,26545,2021-12-27 18:13:21.399655,15211.0,16224
2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,19866,2021-12-27 18:13:21.399655,17831.0,8419
0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,36642,2021-12-27 18:13:21.399655,838.0,948
1.01,Premium,G,VS2,60.7,60.0,6.49,6.45,3.93,14525,2021-12-27 18:13:21.399655,5940.5,5864
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,37176,2021-12-27 18:13:21.399655,922.5,972
1.02,Good,D,SI2,64.1,58.0,6.25,6.32,4.03,8696,2021-12-27 18:13:21.399655,4901.0,4459
1.2,Ideal,I,SI1,62.3,53.0,6.8,6.85,4.25,13981,2021-12-27 18:13:21.399655,6366.0,5694
0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,52328,2021-12-27 18:13:21.399655,3078.0,2496
1.15,Premium,E,SI2,62.5,58.0,6.65,6.72,4.18,7556,2021-12-27 18:13:21.399655,6016.0,4250
0.71,Ideal,G,SI2,62.2,56.0,5.7,5.74,3.56,48797,2021-12-27 18:13:21.399655,1908.0,2023
0.77,Premium,F,SI1,61.0,58.0,5.94,5.9,3.61,752,2021-12-27 18:13:21.399655,3488.0,2856
0.36,'Very Good',H,VS2,63.5,54.0,4.59,4.55,2.9,30369,2021-12-27 18:13:21.399655,29.0,729
1.0,Premium,F,VS2,62.8,59.0,6.35,6.32,3.98,15818,2021-12-27 18:13:21.399655,6088.0,6328
0.47,'Very Good',D,VS1,60.0,59.0,5.07,5.09,3.06,46725,2021-12-27 18:13:21.399655,2175.5,1795
0.74,'Very Good',J,VS1,62.7,58.0,5.75,5.8,3.62,49845,2021-12-27 18:13:21.399655,1984.5,2170
1.02,Premium,D,SI2,62.5,59.0,6.38,6.43,4.0,10572,2021-12-27 18:13:21.399655,5019.5,4818
0.32,Ideal,G,VS1,61.2,56.0,4.39,4.43,2.7,26726,2021-12-27 18:13:21.399655,803.5,645
1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,27495,2021-12-27 18:13:21.399655,12168.0,18188
0.7,Ideal,E,SI2,61.0,56.0,5.78,5.72,3.51,51469,2021-12-27 18:13:21.399655,2079.5,2376
1.05,'Very Good',H,SI1,63.2,59.0,6.39,6.46,4.06,11740,2021-12-27 18:13:21.399655,5227.5,5072
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,9926,2021-12-27 18:13:21.399655,5543.5,4692
0.79,Premium,H,VS2,62.6,61.0,5.9,5.86,3.68,53776,2021-12-27 18:13:21.399655,3417.5,2726
0.3,'Very Good',H,VS2,62.6,57.0,4.25,4.28,2.67,32616,2021-12-27 18:13:21.399655,-329.5,457
0.91,'Very Good',E,SI2,63.2,56.0,6.08,6.14,3.86,9805,2021-12-27 18:13:21.399655,3872.0,4668
0.32,'Very Good',G,VVS2,62.6,54.0,4.37,4.39,2.74,28458,2021-12-27 18:13:21.399655,1052.0,672
1.07,'Very Good',G,SI2,58.5,61.0,6.59,6.71,3.89,7286,2021-12-27 18:13:21.399655,5029.5,4201
0.7,Ideal,F,VS1,62.4,53.0,5.73,5.71,3.57,612,2021-12-27 18:13:21.399655,3945.0,2839
2.11,Ideal,J,VS2,61.2,55.0,8.33,8.3,5.09,25723,2021-12-27 18:13:21.399655,14719.0,14638
0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,36762,2021-12-27 18:13:21.399655,1508.5,956
1.37,Ideal,I,VS2,61.5,56.0,7.14,7.11,4.38,15856,2021-12-27 18:13:21.399655,8479.0,6343
0.52,Ideal,E,VS2,61.3,54.0,5.21,5.2,3.19,45086,2021-12-27 18:13:21.399655,2231.0,1646
2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,27428,2021-12-27 18:13:21.399655,16246.5,18034
0.71,Ideal,G,SI1,62.3,56.0,5.73,5.7,3.56,50892,2021-12-27 18:13:21.399655,2843.0,2317
2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,26644,2021-12-27 18:13:21.399655,17077.0,16427
0.71,Ideal,F,VVS2,62.2,56.0,5.7,5.74,3.56,7098,2021-12-27 18:13:21.399655,4382.0,4167
0.43,Ideal,F,SI1,61.8,56.0,4.84,4.87,3.0,32433,2021-12-27 18:13:21.399655,864.0,792
1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37,12850,2021-12-27 18:13:21.399655,7641.0,5358
0.73,Ideal,I,SI2,62.4,56.0,5.74,5.77,3.59,50167,2021-12-27 18:13:21.399655,1103.0,2218
0.51,'Very Good',F,VS2,63.1,57.0,5.1,5.08,3.21,44242,2021-12-27 18:13:21.399655,1856.0,1574
1.0,Good,E,SI2,63.7,61.0,6.27,6.32,4.01,5406,2021-12-27 18:13:21.399655,4377.5,3819
0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,53350,2021-12-27 18:13:21.399655,3260.5,2657
1.6,Ideal,E,SI1,61.9,54.0,7.56,7.5,4.66,23448,2021-12-27 18:13:21.399655,11342.0,11437
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,20379,2021-12-27 18:13:21.399655,578.5,625
0.42,Ideal,H,SI2,62.0,54.0,4.81,4.83,2.99,20042,2021-12-27 18:13:21.399655,-867.5,625
1.22,'Very Good',F,SI1,63.1,58.0,6.8,6.74,4.27,16318,2021-12-27 18:13:21.399655,7483.0,6530
0.8,Ideal,G,SI2,63.0,56.0,5.85,5.9,3.7,53354,2021-12-27 18:13:21.399655,2713.0,2657
1.51,Ideal,D,SI2,61.2,56.0,7.4,7.36,4.52,17305,2021-12-27 18:13:21.399655,9728.0,6934
1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,3552,2021-12-27 18:13:21.399655,3192.5,3415
1.2,Ideal,J,SI2,61.7,56.0,6.87,6.79,4.21,10228,2021-12-27 18:13:21.399655,4373.0,4744
2.27,Good,J,VS1,59.3,61.0,8.47,8.55,5.05,26971,2021-12-27 18:13:21.399655,16400.5,17051
0.32,Ideal,F,VVS1,61.5,56.0,4.41,4.43,2.72,35783,2021-12-27 18:13:21.399655,1435.5,912
0.7,Ideal,E,SI2,62.2,56.0,5.67,5.64,3.52,52750,2021-12-27 18:13:21.399655,2112.0,2560
0.71,'Very Good',D,I1,59.7,63.0,5.8,5.7,3.43,45866,2021-12-27 18:13:21.399655,-623.0,1715
1.0,'Very Good',D,SI1,59.3,61.0,6.45,6.5,3.84,14864,2021-12-27 18:13:21.399655,5804.5,5987
0.51,'Very Good',F,VS1,59.9,63.0,5.22,5.16,3.11,46854,2021-12-27 18:13:21.399655,2089.5,1812
1.01,Premium,D,SI2,58.8,59.0,6.58,6.55,3.86,9818,2021-12-27 18:13:21.399655,4951.0,4672
0.53,Ideal,D,VS2,61.4,56.0,5.21,5.18,3.19,46562,2021-12-27 18:13:21.399655,2495.0,1783
1.01,'Very Good',E,SI2,60.2,60.0,6.46,6.5,3.9,12806,2021-12-27 18:13:21.399655,4689.5,5340
0.24,'Very Good',E,VS2,63.1,56.0,3.95,3.98,2.5,13355,2021-12-27 18:13:21.399655,80.5,419
0.54,Ideal,E,VS2,62.8,55.0,5.21,5.24,3.28,45832,2021-12-27 18:13:21.399655,2326.5,1713
0.58,Fair,E,VS1,57.9,56.0,5.52,5.49,3.19,49996,2021-12-27 18:13:21.399655,2221.0,2192
0.54,Ideal,F,VVS2,61.2,55.0,5.27,5.25,3.22,51078,2021-12-27 18:13:21.399655,3007.5,2333
0.32,Ideal,G,VVS1,61.2,55.0,4.41,4.44,2.71,33031,2021-12-27 18:13:21.399655,1256.5,814
1.0,Premium,E,SI2,61.1,58.0,6.44,6.48,3.95,9542,2021-12-27 18:13:21.399655,4639.0,4620
0.52,'Very Good',D,VS2,63.4,56.0,5.16,5.09,3.25,47121,2021-12-27 18:13:21.399655,2191.5,1828
1.04,Premium,F,SI1,61.5,59.0,6.54,6.46,4.0,13333,2021-12-27 18:13:21.399655,5847.0,5504
0.33,Ideal,H,VS1,61.7,54.0,4.47,4.45,2.75,30839,2021-12-27 18:13:21.399655,364.0,743
0.81,Ideal,F,VS1,61.8,55.0,5.97,6.03,3.71,7662,2021-12-27 18:13:21.399655,4914.5,4270
1.01,'Very Good',G,SI2,62.9,56.0,6.36,6.39,4.01,7138,2021-12-27 18:13:21.399655,4447.0,4176
1.0,Premium,F,SI1,62.9,57.0,6.37,6.32,3.99,9406,2021-12-27 18:13:21.399655,5536.5,4586
0.82,Premium,H,VS1,62.5,59.0,5.96,5.94,3.72,1586,2021-12-27 18:13:21.399655,4079.5,3008
0.77,Ideal,F,SI2,61.3,56.0,5.89,5.92,3.62,53788,2021-12-27 18:13:21.399655,2675.5,2729
1.02,Ideal,J,VVS2,62.7,57.0,6.45,6.37,4.02,3711,2021-12-27 18:13:21.399655,4929.5,3451
1.08,'Very Good',I,VS1,62.5,57.0,6.51,6.54,4.08,10462,2021-12-27 18:13:21.399655,5977.0,4790
1.16,Premium,E,VS1,58.7,58.0,6.89,6.87,4.04,19776,2021-12-27 18:13:21.399655,8014.5,8346
1.38,Ideal,J,SI2,62.6,56.0,7.05,7.16,4.45,14822,2021-12-27 18:13:21.399655,6146.0,5969
0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,45199,2021-12-27 18:13:21.399655,2135.0,1656
0.72,'Very Good',E,SI2,60.1,55.8,5.83,5.85,3.51,53316,2021-12-27 18:13:21.399655,2205.5,2651
0.31,Ideal,D,SI1,61.8,56.0,4.34,4.37,2.69,4397,2021-12-27 18:13:21.399655,298.5,571
0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,31068,2021-12-27 18:13:21.399655,1238.0,752
0.72,Ideal,F,VS1,61.5,56.0,5.77,5.8,3.56,5106,2021-12-27 18:13:21.399655,4098.5,3759
1.41,Ideal,G,VS2,60.8,55.0,7.27,7.2,4.4,22546,2021-12-27 18:13:21.399655,9848.5,10581
1.01,'Very Good',H,SI1,62.7,59.0,6.27,6.33,3.95,7517,2021-12-27 18:13:21.399655,4934.0,4242
0.91,Premium,D,SI2,62.4,56.0,6.2,6.17,3.86,5952,2021-12-27 18:13:21.399655,4064.5,3949
1.01,Ideal,D,VS2,62.6,55.0,6.42,6.46,4.03,19668,2021-12-27 18:13:21.399655,6601.5,8279
0.5,Ideal,F,IF,61.2,57.0,5.11,5.15,3.14,51818,2021-12-27 18:13:21.399655,3092.0,2419
0.9,Premium,I,VS1,61.2,61.0,6.2,6.15,3.78,3884,2021-12-27 18:13:21.399655,4284.5,3484
1.33,Ideal,H,VS2,62.6,57.0,7.02,6.98,4.38,19078,2021-12-27 18:13:21.399655,8527.0,7850
0.51,Ideal,D,VS2,61.8,55.0,5.1,5.16,3.17,46616,2021-12-27 18:13:21.399655,2384.0,1787
0.53,Ideal,D,VVS1,62.1,57.0,5.15,5.18,3.21,3658,2021-12-27 18:13:21.399655,3243.5,3442
0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,9813,2021-12-27 18:13:21.399655,4918.5,4670
0.31,Premium,I,VS2,59.8,60.0,4.38,4.42,2.63,28974,2021-12-27 18:13:21.399655,-690.5,435
0.7,'Very Good',E,SI1,62.8,56.0,5.69,5.72,3.58,50272,2021-12-27 18:13:21.399655,2909.0,2239
0.4,Premium,G,VS2,60.4,58.0,4.78,4.75,2.88,37033,2021-12-27 18:13:21.399655,910.0,966
0.53,Ideal,F,SI1,62.4,57.0,5.21,5.18,3.24,42916,2021-12-27 18:13:21.399655,1542.0,1363
0.51,Ideal,G,VS1,61.9,56.0,5.12,5.16,3.18,45611,2021-12-27 18:13:21.399655,2148.5,1691
0.33,Ideal,D,VVS2,60.3,57.0,4.52,4.47,2.71,39150,2021-12-27 18:13:21.399655,1686.5,1062
1.25,Ideal,G,VS2,61.5,58.0,6.88,6.93,4.25,21117,2021-12-27 18:13:21.399655,8311.0,9282
0.32,Ideal,D,VS2,62.6,57.0,4.37,4.41,2.75,31307,2021-12-27 18:13:21.399655,883.0,758
1.07,Ideal,E,VVS2,61.4,56.0,6.55,6.65,4.05,21791,2021-12-27 18:13:21.399655,7667.0,9863
1.07,Premium,F,SI2,61.8,59.0,6.53,6.57,4.05,9249,2021-12-27 18:13:21.399655,5201.5,4560
1.12,Premium,F,VS1,62.1,60.0,6.62,6.58,4.1,18936,2021-12-27 18:13:21.399655,7499.0,7781
0.33,Ideal,F,VVS2,61.4,57.0,4.43,4.46,2.73,33238,2021-12-27 18:13:21.399655,1431.5,824
1.22,Ideal,G,VS1,62.6,54.4,6.77,6.83,4.26,20498,2021-12-27 18:13:21.399655,8440.0,8830
0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,13730,2021-12-27 18:13:21.399655,744.0,603
0.4,Premium,D,VS1,62.1,58.0,4.7,4.73,2.93,40221,2021-12-27 18:13:21.399655,1700.5,1123
0.3,Ideal,E,VS1,61.9,56.0,4.28,4.31,2.66,28433,2021-12-27 18:13:21.399655,929.5,670
0.31,Ideal,G,VVS1,61.4,56.0,4.34,4.37,2.68,31732,2021-12-27 18:13:21.399655,1173.0,772
1.08,Fair,J,SI2,64.9,60.0,6.46,6.32,4.15,2991,2021-12-27 18:13:21.399655,2257.5,3302
0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,39039,2021-12-27 18:13:21.399655,1943.5,1056
0.4,Ideal,E,VVS1,62.6,56.0,4.7,4.73,2.95,42646,2021-12-27 18:13:21.399655,2022.5,1333
0.43,'Very Good',E,VS1,61.3,56.0,4.85,4.88,2.98,35148,2021-12-27 18:13:21.399655,1736.5,890
0.51,Ideal,G,VS1,61.9,56.0,5.11,5.14,3.17,45411,2021-12-27 18:13:21.399655,2158.5,1668
0.6,Premium,E,SI1,60.8,58.0,5.46,5.5,3.33,44838,2021-12-27 18:13:21.399655,2135.5,1625
1.01,Premium,G,VS2,62.1,60.0,6.35,6.37,3.95,14465,2021-12-27 18:13:21.399655,5988.5,5839
0.33,Premium,I,VS1,62.7,58.0,4.43,4.4,2.77,28383,2021-12-27 18:13:21.399655,-324.5,668
1.51,Ideal,E,SI2,62.7,55.0,7.27,7.18,4.53,17977,2021-12-27 18:13:21.399655,9574.0,7272
1.24,Premium,F,VS1,60.1,59.0,7.02,6.99,4.21,21853,2021-12-27 18:13:21.399655,8601.5,9916
0.34,Ideal,H,VS2,61.7,57.0,4.46,4.48,2.76,48647,2021-12-27 18:13:21.399655,76.5,537
0.34,Premium,F,VS2,62.6,58.0,4.46,4.49,2.8,28995,2021-12-27 18:13:21.399655,644.5,686
1.5,Good,J,SI1,64.5,56.0,7.09,7.18,4.6,16303,2021-12-27 18:13:21.399655,8054.0,6523
0.28,Good,E,VS1,63.1,55.0,4.15,4.18,2.63,32631,2021-12-27 18:13:21.399655,545.5,458
0.45,Ideal,F,VVS1,61.8,55.0,4.92,4.95,3.05,47156,2021-12-27 18:13:21.399655,2385.5,1833
0.54,Ideal,G,VVS2,61.4,55.0,5.3,5.22,3.23,49276,2021-12-27 18:13:21.399655,2738.0,2090
0.7,'Very Good',H,SI2,61.6,56.1,5.72,5.77,3.53,50794,2021-12-27 18:13:21.399655,1203.0,2306
1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,1947,2021-12-27 18:13:21.399655,2816.0,3084
1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,15933,2021-12-27 18:13:21.399655,6801.0,6371
0.5,Premium,F,VVS2,63.0,57.0,5.05,5.01,3.17,49766,2021-12-27 18:13:21.399655,2536.0,2160
0.7,Premium,G,SI1,63.0,56.0,5.68,5.65,3.57,51533,2021-12-27 18:13:21.399655,2666.0,2386
1.11,Ideal,H,SI2,61.4,57.0,6.63,6.67,4.08,10018,2021-12-27 18:13:21.399655,4978.5,4709
0.34,Ideal,G,VS2,62.0,55.0,4.48,4.46,2.77,31505,2021-12-27 18:13:21.399655,594.5,765
1.22,Ideal,F,VVS2,62.2,54.0,6.83,6.87,4.26,23810,2021-12-27 18:13:21.399655,9016.5,11870
0.51,Ideal,H,SI2,62.1,55.0,5.12,5.14,3.18,38202,2021-12-27 18:13:21.399655,-208.0,1016
0.52,Ideal,I,SI2,61.9,55.0,5.17,5.23,3.22,40252,2021-12-27 18:13:21.399655,-612.0,1125
0.63,Ideal,E,VVS1,62.4,56.0,5.48,5.52,3.43,2293,2021-12-27 18:13:21.399655,3823.5,3161
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,13887,2021-12-27 18:13:21.399655,5702.0,5653
1.51,Premium,E,SI1,60.3,58.0,7.47,7.43,4.49,24158,2021-12-27 18:13:21.399655,10342.0,12336
0.52,Premium,G,VS2,61.7,58.0,5.16,5.14,3.18,44294,2021-12-27 18:13:21.399655,1785.0,1577
0.38,Premium,F,VS2,61.9,59.0,4.66,4.61,2.87,38432,2021-12-27 18:13:21.399655,907.5,1026
1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,17670,2021-12-27 18:13:21.399655,7167.5,7123
0.71,Ideal,D,SI2,62.3,56.0,5.68,5.72,3.55,51809,2021-12-27 18:13:21.399655,2422.5,2416
1.03,Premium,D,VS1,59.6,61.0,6.62,6.57,3.93,17410,2021-12-27 18:13:21.399655,6898.5,6974
1.29,'Very Good',I,SI1,63.6,57.0,6.88,6.92,4.39,14247,2021-12-27 18:13:21.399655,6978.5,5771
1.05,Ideal,G,SI1,62.3,55.0,6.47,6.54,4.05,12860,2021-12-27 18:13:21.399655,5934.0,5361
1.55,Premium,G,VS2,60.5,60.0,7.49,7.46,4.52,22475,2021-12-27 18:13:21.399655,10999.0,10499
0.31,Ideal,D,VVS2,62.4,54.0,4.35,4.37,2.72,33090,2021-12-27 18:13:21.399655,1584.5,815
0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,38538,2021-12-27 18:13:21.399655,1043.0,1033
0.7,'Very Good',F,SI1,61.4,59.0,5.67,5.7,3.49,50852,2021-12-27 18:13:21.399655,2877.0,2312
1.73,Premium,J,SI1,60.7,58.0,7.78,7.73,4.71,21098,2021-12-27 18:13:21.399655,10305.0,9271
0.9,Fair,D,SI2,64.7,54.0,6.1,6.04,3.93,2535,2021-12-27 18:13:21.399655,3174.5,3205
1.4,Premium,H,SI1,62.1,60.0,7.21,7.12,4.45,19501,2021-12-27 18:13:21.399655,8411.5,8133
0.38,Premium,F,VS1,62.4,59.0,4.57,4.63,2.87,36231,2021-12-27 18:13:21.399655,1285.5,933
0.34,Ideal,H,VVS2,61.8,54.0,4.49,4.47,2.77,34908,2021-12-27 18:13:21.399655,820.5,880
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,49819,2021-12-27 18:13:21.399655,3027.0,2167
2.0,'Very Good',H,SI1,60.9,58.0,8.07,8.15,4.94,26573,2021-12-27 18:13:21.399655,14366.0,16280
0.71,Premium,E,VS2,59.0,59.0,5.78,5.88,3.44,53677,2021-12-27 18:13:21.399655,3717.0,2711
0.4,Good,F,SI1,63.6,59.0,4.67,4.64,2.96,34545,2021-12-27 18:13:21.399655,252.5,869
0.23,Good,F,VS1,58.2,59.0,4.06,4.08,2.37,35,2021-12-27 18:13:21.399655,222.0,402
1.01,'Very Good',E,VS1,62.9,60.0,6.33,6.43,4.01,18114,2021-12-27 18:13:21.399655,6516.5,7332
1.11,Premium,H,SI1,62.5,58.0,6.64,6.61,4.14,13133,2021-12-27 18:13:21.399655,5767.0,5433
1.13,Ideal,G,VVS2,60.7,57.0,6.74,6.81,4.11,19564,2021-12-27 18:13:21.399655,7881.0,8192
2.01,Premium,J,SI1,60.9,58.0,8.15,8.07,4.94,23922,2021-12-27 18:13:21.399655,13059.5,12048
1.57,'Very Good',G,SI2,61.1,61.0,7.43,7.46,4.55,19865,2021-12-27 18:13:21.399655,9617.0,8419
0.57,Ideal,I,VS2,61.6,54.0,5.35,5.4,3.31,41882,2021-12-27 18:13:21.399655,1369.5,1258
0.31,Ideal,H,VVS1,61.6,55.0,4.35,4.38,2.69,29702,2021-12-27 18:13:21.399655,681.5,707
0.38,Good,D,VS1,63.4,55.0,4.61,4.64,2.93,34109,2021-12-27 18:13:21.399655,1397.5,853
0.71,Good,G,VS2,64.2,58.0,5.59,5.62,3.6,53017,2021-12-27 18:13:21.399655,3141.0,2599
0.74,'Very Good',F,SI2,61.7,57.0,5.78,5.85,3.59,50920,2021-12-27 18:13:21.399655,2282.0,2319
0.32,Ideal,H,VS2,62.0,55.0,4.4,4.38,2.72,27770,2021-12-27 18:13:21.399655,-46.5,648
0.34,Ideal,D,VS1,60.3,56.0,4.53,4.56,2.74,37750,2021-12-27 18:13:21.399655,1446.5,998
0.32,'Very Good',J,SI1,63.2,56.0,4.36,4.31,2.74,36959,2021-12-27 18:13:21.399655,-2192.5,480
1.08,Ideal,J,SI1,62.1,55.0,6.54,6.57,4.07,9614,2021-12-27 18:13:21.399655,4332.0,4633
0.3,'Very Good',G,VS1,62.9,55.0,4.25,4.27,2.68,18717,2021-12-27 18:13:21.399655,529.5,620
1.52,'Very Good',F,VS2,62.3,56.0,7.29,7.34,4.56,25573,2021-12-27 18:13:21.399655,11046.5,14412
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,39631,2021-12-27 18:13:21.399655,1620.5,1084
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,24863,2021-12-27 18:13:21.399655,17601.5,13278
1.57,Ideal,G,VVS2,62.3,56.0,7.48,7.41,4.64,25960,2021-12-27 18:13:21.399655,11993.0,15144
0.6,'Very Good',F,VVS1,61.2,58.0,5.42,5.46,3.33,3152,2021-12-27 18:13:21.399655,3400.0,3333
0.31,Ideal,G,VS2,61.4,57.0,4.33,4.37,2.67,50653,2021-12-27 18:13:21.399655,389.0,544
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,13899,2021-12-27 18:13:21.399655,5668.5,5656
0.33,Premium,E,VS2,61.0,60.0,4.46,4.43,2.71,36141,2021-12-27 18:13:21.399655,634.5,928
0.63,Ideal,J,SI2,61.4,54.0,5.54,5.56,3.41,39206,2021-12-27 18:13:21.399655,-596.5,1065
0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47,349,2021-12-27 18:13:21.399655,3278.5,2804
0.7,Premium,E,SI2,60.8,59.0,5.75,5.7,3.48,52121,2021-12-27 18:13:21.399655,1965.5,2463
0.32,Ideal,F,VS2,61.5,55.0,4.42,4.4,2.71,33476,2021-12-27 18:13:21.399655,691.0,828
1.09,'Very Good',D,SI2,61.9,61.0,6.54,6.58,4.06,5731,2021-12-27 18:13:21.399655,5581.0,3890
0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,28944,2021-12-27 18:13:21.399655,231.5,684
0.4,'Very Good',E,VS2,62.2,58.0,4.67,4.72,2.92,35762,2021-12-27 18:13:21.399655,1143.5,912
0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,8063,2021-12-27 18:13:21.399655,487.0,583
1.17,Fair,I,SI2,59.2,68.0,6.91,6.84,4.07,5461,2021-12-27 18:13:21.399655,3857.5,3833
0.33,Ideal,E,SI1,62.4,56.0,4.43,4.41,2.76,30883,2021-12-27 18:13:21.399655,176.5,743
0.7,Ideal,E,VS1,62.2,58.0,5.62,5.69,3.52,2038,2021-12-27 18:13:21.399655,3977.0,3107
1.6,Ideal,G,VS1,62.0,54.0,7.53,7.5,4.6,26970,2021-12-27 18:13:21.399655,11990.0,17050
0.8,Ideal,D,SI1,62.6,55.0,5.91,5.94,3.71,4323,2021-12-27 18:13:21.399655,4178.5,3597
0.41,Premium,D,SI2,61.2,59.0,4.8,4.77,2.93,34772,2021-12-27 18:13:21.399655,-133.5,876
2.01,Premium,H,VS2,62.8,59.0,8.03,7.97,5.02,26228,2021-12-27 18:13:21.399655,14991.5,15651
0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68,35648,2021-12-27 18:13:21.399655,1055.5,907
0.41,'Very Good',G,SI2,59.9,60.0,4.82,4.86,2.9,27903,2021-12-27 18:13:21.399655,-643.0,656
1.51,Ideal,G,SI1,62.4,56.0,7.36,7.33,4.59,23836,2021-12-27 18:13:21.399655,10157.5,11917
0.36,Ideal,E,SI1,61.4,57.0,4.59,4.56,2.81,32891,2021-12-27 18:13:21.399655,387.0,810
0.31,Ideal,I,SI1,62.5,56.0,4.35,4.29,2.7,48642,2021-12-27 18:13:21.399655,-1231.0,537
0.9,'Very Good',E,SI2,59.9,57.0,6.25,6.34,3.77,7790,2021-12-27 18:13:21.399655,3776.0,4288
0.6,Good,F,SI1,63.7,61.0,5.24,5.21,3.33,42988,2021-12-27 18:13:21.399655,1851.0,1367
1.11,'Very Good',G,SI1,60.7,59.0,6.6,6.65,4.02,19553,2021-12-27 18:13:21.399655,6352.5,8184
0.65,Fair,I,VS2,65.1,55.6,5.44,5.5,3.56,45247,2021-12-27 18:13:21.399655,1042.5,1659
0.3,Premium,F,VS2,60.6,60.0,4.39,4.36,2.65,31935,2021-12-27 18:13:21.399655,339.5,776
